発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,ハード・メモリ,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1990-12-22,30,5,RPG,ハドソン,桃太郎伝説II(Vol.35),"￥7,200","￥7,000代",0,1,,,,,,,,
1991-01-08,31,2,SHT,データイースト,オーバーライド,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-01-18,-,3,A-PRG,タイトー,カダッシュ,"￥6,500","￥6,500代",0,1,,辻野浩司,堀崇真,辻野浩司|辻野浩司|仙波隆綱|加藤久和|五十嵐恒三|岩田吉弘|篠田徹也|小川貴之|今枝賢一,西賢二,,はせがわけいすけ,
1991-01-18,-,4,ACT,ハドソン,ジャッキーチェン(Vol.36),"￥6,500","￥6,500代",0,1,,,,,,,,
1991-01-25,-,4,RAC,タイトー,S.C.I.,"￥7,200","￥7,000代",0,1,,,"George K-5|菊池優一|David Uematsu|さこかずのり",酒匂弘幸|堀内文雄|西川英治|山田たかし|おおまえこうじ|河本憲孝|川岸誠治|伏屋一勝|GOMACHAN|もりもとみなこ|五十嵐恒三|仙波隆綱|篠田徹也|小川貴之,ZUNTATA|浅野孝已(ゴダイゴ),,,
1991-02-15,-,3,ACT,タイトー,パラソルスター,"￥6,600","￥6,500代",0,1,,鈴木治雄,鈴木治雄|かわのせら,"内村語|LIGHT STONE|伊藤啓司|大原和浩","山田靖子|TURBO MIRA",内村語,西角友宏,
1991-02-22,-,6,SHT,ハドソン,オルディネス,"￥9,800","￥10,000代",0,1,,今田真二,鈴木俊之,H.HARADA,星恵太,,,
1991-02-22,-,2,PUZ,RIOT,パズルボーイ,"￥6,400","￥6,500代",0,1,,,,,増子司,,,
1991-02-28,-,4,SHT,T.S.S.,デッドムーン,"￥7,400","￥7,500代",0,1,,,,,,,,
1991-03-01,32,2,SPT,ヒューマン,ファイナルマッチテニス,"￥5,700","￥5,500代",0,1,,,,,,,,
1991-03-08,-,4,RAC,メディアリング,ゼロヨンチャンプ,"￥6,900","￥7,000代",0,1,,神長豊,上嶋満也|上坂和幹|水林準次|高松馨,神長豊|三好八太郎|井伊誠|安部直子|小滝佳治,佐々木筑柴,神長豊,松木吉彦|小林靖彦,
1991-03-15,-,4,ACT,ナムコ,おぼっちゃまくん,"￥6,800","￥7,000代",0,1,,,,藤田宗克,宮原恵太,桶谷顕|桜井正明|真保裕一ほか,,
1991-03-15,-,2,PUZ,ナグザット,タイタン,"￥5,900","￥6,000代",0,1,,,,,,,,
1991-03-15,-,4,ACT,アイレム,レジェンドオブヒーロートンマ(Vol.5),"￥7,000","￥7,000代",0,1,,,,,,,,
1991-03-21,-,2,SPT,ナムコ,プロ野球ワールドスタジアム'91,"￥5,800","￥6,000代",0,1,,,,岸本好弘,,,,
1991-03-22,-,4,SHT,ナグザット,1943改,"￥7,200","￥7,000代",0,1,,,BLBON,"船水紀孝|DECHIKUN|佐藤直子|MIKI CHAN|河本憲孝|AHO NO SAKATA",坂口義弘|民谷淳子|松前真奈美|藤田晴美,,岡本吉起,
1991-03-29,-,3,SPT,ビクター音楽産業,TVスポーツフットボール,"￥6,700","￥6,500代",0,1,,,,,,,,
1991-03-29,-,1,PUZ,レーザーソフト,コラムス,"￥6,400","￥6,500代",0,1,,,,ジェイ・ギールセン,上保徳彦,,,
1991-03-29,-,4,SHT,データイースト,サイレントデバッガーズ,"￥6,800","￥7,000代",0,1,,A.KAWAI,笹本浩司,"TDR WATANABE|68000 ISIRO",酒井省吾|岩崎正明|三浦孝史|高濱祐輔|鈴木雄司,,兼安時紀,
1991-03-29,-,3,RAC,メサイヤ,モトローダーII,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-04-05,-,4,SLG,ハドソン,ポピュラス(Vol.37),"￥7,800","￥8,000代",0,1,,,,,,,,
1991-04-06,-,2,A-PUZ,ユニポスト,サーカスライド,"￥5,400","￥5,500代",0,1,,,,,,,,
1991-04-12,-,3,SHT,ナグザット,エターナルシティ都市転送計画,"￥6,900","￥7,000代",0,1,,,,,,,,
1991-04-19,-,2,ACT,ハドソン,アドベンチャーアイランド(Vol.38),"￥5,300","￥5,500代",0,1,,,,,,,,
1991-04-27,-,4,ACT,メサイヤ,改造町人シュビビンマン2～新たなる敵～,"￥6,600","￥6,500代",0,1,,梅木克彦,後藤誠,斉藤智晴|うらべ・すう|斉藤智晴,葉山宏治,うらべ・すう,土田俊郎,
1991-05-24,-,1,PUZ,マイクロキャビン,ハットリス,"￥5,800","￥6,000代",0,1,,,,アレクセイ・パジトノフ|ウラジーミル・ポヒルコ,,,,
1991-06-21,-,3,SPT,ハドソン,パワーイレブン(Vol.39),"￥5,800","￥6,000代",0,1,,,,,,,,
1991-07-05,-,4,SHT,ハドソン,ファイナルソルジャー(Vol.40),"￥6,500","￥6,500代",0,1,,,,,,,,
1991-07-06,-,2,A-PUZ,I.G.S.,トリッキー,"￥6,700","￥6,500代",0,1,,,,,,,,
1991-07-12,-,4,RAC,ニチブツ,F1サーカス'91,"￥6,900","￥7,000代",0,1,,,,,,,,
1991-07-19,-,4,ACT,ハドソン,PC原人2(Vol.41),"￥6,500","￥6,500代",0,1,,,,,,,,
1991-07-19,-,4,RAC,アイレム,レーシング魂(Vol.6),"￥7,000","￥7,000代",0,1,,,,,,,,
1991-07-21,-,4,SHT,フェイス,メタルストーカー,"￥6,980","￥7,000代",0,1,,那須寛之,ながさわみきや|まるやまのぼる|あきやままさゆき,那須寛之|ひろき真冬,斉藤博人|たかはしのぞむ,,,
1991-08-02,-,2,A-PUZ,ビクター音楽産業,スクウィーク,"￥6,400","￥6,500代",0,1,,,,"Laurent Arditi|Stephane Ducasse",,,,
1991-08-09,-,4,SHT,タイトー,はなたーかだか!?,"￥7,200","￥7,000代",0,1,,,,,,,,
1991-08-09,-,4,SPT,ハドソン,パワーリーグ4(Vol.42),"￥6,500","￥6,500代",0,1,,,,,,,,
1991-08-23,-,6,SHT,ハドソン,1941カウンターアタック,"￥9,800","￥10,000代",0,1,,,,,,,,
1991-08-30,-,2,SHT,パックインビデオ,パワーゲイト,"￥6,200","￥6,000代",0,1,,,,,,,,
1991-08-30,-,4,SPT,ヒューマン,ファイヤープロレスリング2ndBOUT,"￥6,900","￥7,000代",0,1,,市瀬大輔|茶々丸,柳田文樹|かないまさとし|てしまてるゆき,笹沢英昭|市瀬大輔|小杉和則|阿部賢一,庭山博也|田中宏典|大谷哲司|山崎正通,,,
1991-09-06,-,1,RAM,NEC-HE,天の声バンク,"￥3,880","￥4,000代",0,1,,,,,,,,
1991-09-20,-,3,SPT,タイトー,ヒットジアイス,"￥6,800","￥7,000代",0,1,,,,,,,,
1991-09-20,-,2,SPT,ナムコ,ワールドジョッキー,"￥5,800","￥6,000代",0,1,,,T.FUKUMOTO|宇田川治久|はなおかくみ,,小沢純子,,,
1991-09-27,-,4,ACT,メサイヤ,どらごんEGG!,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-09-27,-,5,A-PRG,ハドソン,ニュートピアII(Vol.43),"￥7,200","￥7,000代",0,1,,,,,,,,
1991-09-27,-,4,ETC,NECアベニュー,森田将棋PC,"￥7,200","￥7,000代",0,1,,,,,,,,
1991-10-04,-,4,ACT,アトラス,メソポタミア,"￥6,800","￥7,000代",0,1,,,,,,,,
1991-10-18,-,2,RAC,ナムコ,ワールドサーキット,"￥5,800","￥6,000代",0,1,,,,,,,,
1991-10-26,-,2,SYS,NEC-HE/ハドソン,スーパーシステムカードVer3.0,"￥9,800","￥10,000代",0,1,,,,,,,"KENJI KISAKI",
1991-11-08,-,4,ETC,フェイス,タイムクルーズⅡ,"￥7,200","￥7,000代",0,1,,,,,,,,
1991-11-15,-,2,SHT,コナミ,グラディウス,"￥6,000","￥6,000代",0,1,,,,,,,,
1991-11-15,-,4,SHT,パルソフト（クエスト）,マジカルチェイス,"￥7,800","￥8,000代",0,1,,皆川裕史,TAT.P|ASM|MASA.H|M.OGAWA,SUGURU.T|皆川裕史,岩田匡治|崎元仁,,,
1991-11-22,-,5,SHT,ハドソン,雷電(Vol.44),"￥7,200","￥7,000代",0,1,,,,,,,,
1991-11-29,-,4,SHT,ナグザット,コリューン,"￥6,800","￥7,000代",0,1,,,高岡義晴,高岡義晴|もりけん,松下寿志|森島大祐,,,
1991-11-29,-,2,SLG,パックインビデオ,スーパーメタルクラッシャー,"￥6,200","￥6,000代",0,1,,,,,,,,
1991-11-29,-,4,ACT,ニチブツ,ファイティングラン,"￥6,900","￥7,000代",0,1,,KOTOBUKI,UME,KOTOBUKI|TERMI|ROBOTMAN|HORINO|KENJI,船場洋志,,,
1991-11-29,-,4,SPT,アスク講談社,モンスタープロレス,"￥6,800","￥7,000代",0,1,,,,,,,,
1991-11-29,-,2,ETC,ホームデータ,将棋初心者無用,"￥7,300","￥7,500代",0,1,,,,,,,,
1991-12-06,-,4,ACT,ハドソン,ドラえもんのび太のドラビアンナイト(Vol.46),"￥5,800","￥6,000代",0,1,,,,,,,,
1991-12-06,-,4,ADV,ナグザット,バブルガムクラッシュ,"￥7,200","￥7,000代",0,1,,,,"園田健一|園田健一(PART1)|柿沼秀樹(PART1 - 3)|荒牧伸志(PART1 - 3)",中沢武仁(第1・3話)|太田美知彦(第2話),鈴木敏充,,
1991-12-06,-,4,SHT,コナミ,沙羅曼蛇,"￥6,000","￥6,000代",0,1,,,町口浩康|たけもとみつお|高取利明|みのわいくこ,町口浩康|櫻井潤|よしたかみき|ばんどういくこ,波多野よしあき(SE・プログラム)|東野美紀(作曲),,,
1991-12-13,-,4,ACT,NEC-HE,ゲンジ通信あげだま,"￥5,800","￥6,000代",0,1,,,,水谷兼之介(原案)|辻初樹,佐橋俊彦,富田祐弘|さくまあきら,,
1991-12-13,-,4,RPG,メディアリング,スパイラルウェーブ,"￥6,900","￥7,000代",0,1,,,,,,,,
1991-12-13,-,4,ACT,NHKエンタープライズ,にこにこぷん,"￥6,500","￥6,500代",0,1,,,,,,,,
1991-12-13,-,2,SHT,ココナッツジャパン,バリスティックス,"￥6,900","￥7,000代",0,1,,,,,ドン・デイヴィス,アラン・マッケルロイ,,
1991-12-20,-,5,ETC,ハドソン,スーパー桃太郎電鉄Ⅱ(Vol.45),"￥6,800","￥7,000代",0,1,,,,,,,,
1991-12-27,-,4,SHT,ナムコ,ドラゴンセイバー,"￥6,800","￥7,000代",0,1,,,"""ALL OR NOT""NISHIMAKI|""SHIOHIGALER""ITO","根来司|O!SUGI|石川達也|KIM 045|H.MIYSIMA|SHIGEMARU|MA.HA.HO|TEJIMA|NAKAMURA|WAGATUMA|YOSINAMI|YANAGIHARA",細江慎治,石川達也,"ASINAGA BUCHO|YOKO BOSS",
1992-01-04,-,4,SHT,アイマックス,冒険男爵ドン,"￥6,800","￥7,000代",0,1,,,,,,,,
1992-01-10,-,4,ETC,ナムコ,ちびまる子ちゃんクイズでピーヒャラ,"￥6,800","￥7,000代",0,1,,,,,,,,
1992-01-17,-,4,ACT,タイトー,ミズバク大冒険,"￥7,400","￥7,500代",0,1,,平松信宏|松本俊明,石田一朋|ながはらくさご|つねきよこうじ|黒沢孝,平松信宏|平松信宏|鯨井洋代|岩田吉弘|PEACOCK|V.A.P,海野和子|小倉久佳,,,
1992-01-24,-,4,ACT,ハドソン,忍者龍剣伝(Vol.47),"￥6,500","￥6,500代",0,1,,,,,,,,
1992-01-31,-,4,SLG,NHKエンタープライズ,NHK大河ドラマ太平記,"￥6,500","￥6,500代",0,1,,,,,,"池端俊策 他",,
1992-01-31,-,4,SPT,トンキンハウス,サイバードッジ,"￥6,800","￥7,000代",0,1,,,,,,,,
1992-02-21,-,6,SHT,コナミ,パロディウスだ!～神話からお笑いへ～,"￥9,800","￥10,000代",0,1,,,徳田典,"GAKINCHO|TOUYOU SYOUTAROU|三好威正|MORY-WANDAYU|MIKACHAN",村岡一樹,,,
1992-02-28,-,4,SHT,コナミ,出たな!!ツインビー,"￥6,800","￥7,000代",0,1,,おおさわまさと,しもむらとおる,SHUZILOW.HA,前沢秀憲|山根ミチル|中島正恵,,,
1992-02-28,-,4,ETC,UPL,麻雀覇王伝カイザーズクエスト,"￥7,200","￥7,000代",0,1,,,,,,,,
1992-03-06,-,4,SHT,メディアリング,トイレキッズ,"￥6,900","￥7,000代",0,1,,井関靖典,"POMOO PETARO",さとうひろ|HAGICHAN,"T's MUSIC",,松木吉彦|菅原尚志,
1992-03-13,-,4,ETC,ココナッツジャパン,パチ夫君十番勝負,"￥7,900","￥8,000代",0,1,,,,,,,,
1992-03-13,-,3,SHT,タイトー,極楽!中華大仙,"￥6,800","￥7,000代",0,1,,,,,,,,
1992-04-03,-,4,SPT,ナグザット,熱血高校ドッジボール部PCサッカー編,"￥6,900","￥7,000代",0,1,,豊嶋真人,宮串英明|松田康,井伊誠|AKKO-CHAN,西川浩史,,,
1992-04-07,-,4,ACT,ナムコ,源平討魔伝巻の弐,"￥6,800","￥7,000代",0,1,,じぇいじぇい|ぱやぱや,東尾直樹|しるねた,守谷勝|吉田大也,がっぴー|奥山みよし|ひろよん,H.CHATANI,,
1992-06-05,-,4,ACT,ナムコ,ドルアーガの塔,"￥6,800","￥7,000代",0,1,,,内藤智,遠藤雅伸|篠崎雄一郎,小沢純子,,,
1992-06-26,-,4,ACT,ハドソン,高橋名人の新冒険島(Vol.49),"￥6,500","￥6,500代",0,1,,,,,,,,
1992-07-10,-,4,SHT,ハドソン,ソルジャーブレイド(Vol.50),"￥6,500","￥6,500代",0,1,,,,,,,上領亘,
1992-07-24,-,4,SHT,タイトー,TATSUJINタツジン,"￥7,200","￥7,000代",0,1,,,弓削雅稔,荻原直樹|清水由美子,弓削雅稔,,弓削雅稔,
1992-07-24,-,2,ETC,ビクター音楽産業,ストラテゴ,"￥6,900","￥7,000代",0,1,,,,,,,,
1992-08-07,-,5,SPT,ハドソン,パワーリーグ5(Vol.51),"￥6,800","￥7,000代",0,1,,,,,,,,
1992-09-25,-,4,SPT,ハドソン,炎の闘球児ドッジ弾平(Vol.52),"￥6,500","￥6,500代",0,1,,,,,,,,
1992-10-02,31,4,ACT,アイレム,激写ボーイ(Vol.7),"￥7,000","￥7,000代",0,1,,,,,,,,
1992-10-10,-,4,SPT,ハドソン,パワースポーツ(Vol.53),"￥6,500","￥6,500代",0,1,,,,,,,,
1992-11-13,-,6,SPT,ヒューマン,ファイアープロレスリング3レジェンドバウト,"￥7,900","￥8,000代",0,1,,,,,,小山内美江子・清水有生ほか,竹之下寛次,
1992-11-20,-,4,SHT,ハドソン,PC電人(Vol.54),"￥6,500","￥6,500代",0,1,,,,,,,,
1992-11-27,-,4,SHT,ニチブツ,テラクレスタIIマンドラーの逆襲,"￥6,900","￥7,000代",0,1,,,,,,,,
1992-12-04,-,4,RPG,ハドソン,桃太郎伝説外伝第一集(Vol.55),"￥6,500","￥6,500代",0,1,,,,,,,,
1992-12-11,-,4,ACT,ハドソン,ボンバーマン'93(Vol.56),"￥6,500","￥6,500代",0,1,,,,,,,,
1992-12-18,-,4,RAC,ニチブツ,F1サーカス'92,"￥7,400","￥7,500代",0,1,,,,,,,,
1993-02-10,-,2,A-PUZ,ハドソン,バトルロードランナー(Vol.57),"￥5,800","￥6,000代",0,1,,,,,,,,
1993-02-19,-,2,SPT,ナグザット,つっぱり大相撲平成版,"￥6,300","￥6,500代",0,1,,,,,,,,
1993-03-02,-,6,ACT,ハドソン,PC原人3(Vol.58),"￥7,200","￥7,000代",0,1,,,,,,,,
1993-04-29,-,3,SPT,ビクター音楽産業,TVスポーツアイスホッケー,"￥7,200","￥7,000代",0,1,,,,,,,,
1993-04-29,-,4,SPT,ビクター音楽産業,TVスポーツバスケットボール,"￥7,200","￥7,000代",0,1,,,,,,,,
1993-05-14,-,4,SPT,ニチブツ,Jリーググレイテストイレブン,"￥7,400","￥7,500代",0,1,,,,,,,,
1993-06-12,34,9,ACT,NEC-HE,ストリートファイターII',"￥9,800","￥10,000代",0,1,,西谷亮,,西谷亮(NIN)|安田朗(AKIMAN),下村陽子|阿部功,,岡本吉起,
1993-06-25,-,4,SPT,ハドソン,パワーテニス(Vol.59),"￥6,500","￥6,500代",0,1,,,,,,,,
1993-10-15,-,5,SPT,ハドソン,パワーリーグ'93(Vol.60),"￥6,800","￥7,000代",0,1,,,,,,,,
1993-12-10,-,6,ACT,ハドソン,ボンバーマン'94(Vol.61),"￥6,800","￥7,000代",0,1,,,,,,,,
1994-01-15,-,4,SPT,ヒューマン,フォーメーションサッカーオンJリーグ,"￥6,500","￥6,500代",0,1,,,,,,,,
1994-03-12,-,7,RAM,NEC-HE,アーケードカードDUO,"￥12,800","￥13,000代",0,1,,,,,,,,
1994-03-12,-,8,RAM,NEC-HE,アーケードカードPRO,"￥17,800","￥18,000代",0,1,,,,,,,,
1994-12-16,-,4,ETC,NEC-HE,21エモンめざせホテル王,"￥6,800","￥7,000代",0,1,,,,,,,,
1988-01-01,-,2,SPT,ハドソン,パワーリーグオールスターゴールドヒューカード,非売品,非売品,0,1,,,,,,,,
1989-01-01,-,3,SHT,ハドソン,ガンヘッドスペシャルバージョン,非売品,非売品,0,1,,,,,,,,
1990-03-16,-,5,SHT,NECアベニュー,ダライアスα,非売品,非売品,0,1,,河野敏男,長谷川健|くりやまたかし|とみおかひであき|菅原徹|笹谷ひでのり|橋本英樹,河野敏男|藤田朗|三方一哉|きたがわてつろう|わきたよしひろ|鎗田準次|石川幸生|五十嵐恒三|栗城源也|讃岐平|おがわみつる,たなかやすひこ|小倉久佳|八木下直人|なかむらつかさ|高橋英吉|高木正彦,,河野敏男,
1990-01-01,-,2,ACT,ハドソン,ボンバーマンユーザーズバトル,非売品,非売品,0,1,,,,,,,,
1990-01-01,-,4,SHT,ハドソン,スーパースターソルジャースペシャルバージョン,非売品,非売品,0,1,,,,,,,,
1991-01-01,-,4,SHT,ハドソン,ファイナルソルジャースペシャルバージョン,非売品,非売品,0,1,,,,,,,,
1992-01-01,-,4,SHT,ハドソン,ソルジャーブレイドスペシャルバージョン,非売品,非売品,0,1,,,,,,,,
1992-01-01,-,4,ACT,ハドソン,ボンバーマン'93スペシャルバージョン,非売品,非売品,0,1,,,,,,,,
1993-01-01,-,5,ACT,ハドソン,PC原人3体験版,非売品,非売品,0,1,,,,,,,,
1991-12-26,-,4,ETC,GamesExpress,アイドル花札ファンクラブ,"￥8,900","￥9,000代",0,1,,,,,,,,
1992-04-16,-,4,ETC,GamesExpress,究極麻雀アイドルグラフィック,"￥8,900","￥9,000代",0,1,,,,,,,,
1992-07-13,-,6,RPG,GamesExpress,レディソード-略奪された10人の乙女-,"￥9,800","￥10,000代",0,1,,,,,,,,
1992-09-14,-,4,ETC,GamesExpress,PCパチスロアイドルギャンブラー,"￥8,900","￥9,000代",0,1,,,,,,,,
1992-12-24,-,4,ETC,GamesExpress,AVポーカーワールドギャンブラー,"￥8,900","￥9,000代",0,1,,,,,,,,
1993-02-23,-,4,RPG,GamesExpress,ボディコンクエストII,"￥8,900","￥9,000代",0,1,,,,,,,,
1993-10-08,-,4,ETC,GamesExpress,究極麻雀2スーパーアイドルグラフィック,"￥8,900","￥9,000代",0,1,,,,,,,,
1993-01-01,-,10,ETC,GamesExpress,HACKERCDCARDGAMESEXPRESSCDCARD1993,非売品,非売品,0,1,,,,,,,,
1994-03-26,-,6,ACT,GamesExpress,ストリップファイターII,"￥9,800","￥10,000代",0,1,,,,,,,,
1994-05-13,-,6,ETC,GamesExpress,クイズ投稿写真,"￥9,800","￥10,000代",0,1,,,,,,,,
1988-12-04,-,11,ACT,ハドソンNEC,ファイティング・ストリート💿,調査中,調査中,0,2,,西山隆志,こいけひろし|すがはらのぶやす,"松本裕司(プランナー)|CRUSHER ICHI|DABADA ATSUSHI|BONSOIR YUKO|OGAN MIYUKI|BRAVO OYU|INNOCENT SAICHO",坂口由洋,,,
1988-12-04,-,11,ADV,ハドソン,No・Ri・Ko💿,調査中,調査中,0,2,,,,,,,,
1988-12-23,-,11,他,ハドソン,ビックリマン大事界💿,調査中,調査中,0,2,,,,,,,,
1989-03-31,-,11,ADV,ハドソン,コブラ黒竜王の伝説💿,調査中,調査中,0,2,,酒井啓行,飛田雅宏,秋元哲也|角谷篤志,中村暢之,島田良尚|長山豊|伝田由紀,,
1989-06-23,-,11,ACT,日本テレネット、NEC,ヴァリスII💿,調査中,調査中,0,2,,,,,,,,
1989-06-30,30,11,RPG,ハドソン,天外魔境ZIRIA💿,調査中,調査中,0,2,,広井王子,中田伸一|山森正和,辻野寅次郎,坂本龍一|小久保隆,"あだちひろし|荒井弘二(Xbox 360:遥かなるジパング)",大里幸夫|清水始|今井丈雄,
1989-08-31,33,11,SHT,ハドソンNEC,ワンダーボーイIIIモンスター・レアーMonsterLair💿,"￥6,090","￥6,000代",0,2,,,,,,,,
1989-09-14,-,11,SPT,日本テレネット,SUPERアルバトロス💿,調査中,調査中,0,2,,,,,,,,
1989-09-22,-,11,ACT,NECアベニュー,獣王記💿,調査中,調査中,0,2,,,穂苅健一(AC)|浅井敏典(MD)|松田達夫(MD)|百田浩司(MD),"内田誠(AC)|安原広和(AC)|NO NUKES(MD)|HAGA(AC)|梶本隆博(AC)|小玉理恵子(MD)|UDI(MD)",中林亨(AC)|長井和彦(MD),,,
1989-10-27,-,11,ADV,ビクター音楽産業,鏡の国のレジェンド💿,調査中,調査中,0,2,,島田良尚,松本建太,島田良尚|斉藤明宏|北村正,宮元真佐人,島田良尚,小森治信,
1989-10-27,-,11,他,NECアベニュー,ROM2KARAOKEVOLUME1💿,調査中,調査中,0,2,,,,,,,,
1989-10-27,-,11,他,NECアベニュー,ROM2KARAOKEVOLUME2💿,調査中,調査中,0,2,,,,,,,,
1989-11-24,30,11,TBL,ハドソン,ぎゅわんぶらあ自己中心派激闘36雀士💿,調査中,調査中,0,2,,,,,,,,
1989-12-15,-,11,SHT,NECアベニュー,サイドアーム・スペシャル💿,調査中,調査中,0,2,,,青木隆,船水紀孝|岡本吉起|竹中善則|河本憲孝|安田朗,森安也子,,,
1989-12-20,-,11,他,NECアベニュー,ROM2KARAOKEVOLUME3💿,調査中,調査中,0,2,,,,,,,,
1989-12-21,35,11,ARPG,ハドソンNEC,イースI・II💿,"￥8,190","￥8,000代",0,2,,,,,"WAVE 44.1kHz(BGM)/22kHz(SE)|MIDI(SC-88以降)音源(BGM)",,,
1989-12-22,-,11,SPT,メサイヤ,ROMROMスタジアム💿,調査中,調査中,0,2,,,,,,,,
1990-11-01,-,11,ACT,日本テレネット,レッド・アラートLastAlert💿,調査中,調査中,0,2,,,,,,,,
1990-01-19,-,11,他,NECアベニュー,ROM2KARAOKEVOLUME4💿,調査中,調査中,0,2,,,,,,,,
1990-02-23,-,11,ADV,ナグザット,西村京太郎ミステリー北斗星の女💿,調査中,調査中,0,2,,,,,,,,
1990-03-10,-,11,ACT,日本テレネット,ゴールデンアックス💿,調査中,調査中,0,2,,,,内田誠,中林亨|高田陽,,,
1990-03-16,31,11,SHT,NECアベニュー,スーパーダライアス💿,調査中,調査中,0,2,,河野敏男,長谷川健|くりやまたかし|とみおかひであき|菅原徹|笹谷ひでのり|橋本英樹,河野敏男|藤田朗|三方一哉|きたがわてつろう|わきたよしひろ|鎗田準次|石川幸生|五十嵐恒三|栗城源也|讃岐平|おがわみつる,たなかやすひこ|小倉久佳|八木下直人|なかむらつかさ|高橋英吉|高木正彦,,河野敏男,
1990-03-23,-,11,ACT,日本テレネットNEC,ファイナルゾーンII💿,調査中,調査中,0,2,,,,,,,,
1990-03-30,-,11,ADV,パック・イン・ビデオ,カルメン・サンディエゴを追え!世界編💿,調査中,調査中,0,2,,,,,,,,
1990-03-30,-,11,RPG,日本テレネット,コズミック・ファンタジー冒険少年ユウ💿,調査中,調査中,0,2,,,,,,,,
1990-03-30,-,11,他,ビクター音楽産業,ROM2カラオケVol.1すてきにスタンダード💿,調査中,調査中,0,2,,,,,,,,
1990-03-30,-,11,他,ビクター音楽産業,ROM2カラオケVol.2なっとくアイドル💿,調査中,調査中,0,2,,,,,,,,
1990-04-06,-,11,他,ビクター音楽産業,ROM2カラオケVol.3やっぱしバンド💿,調査中,調査中,0,2,,,,,,,,
1990-04-06,-,11,他,ビクター音楽産業,ROM2カラオケVol.4ちょいとおとな!?💿,調査中,調査中,0,2,,,,,,,,
1990-04-06,-,11,他,ビクター音楽産業,ROM2カラオケVol.5カラオケ幕の内💿,調査中,調査中,0,2,,,,,,,,
1990-04-13,-,11,PZL,ハドソン,上海II💿,調査中,調査中,0,2,,,,,,,,
1990-04-23,-,11,他,NECアベニュー,ROM2KARAOKEVOLUME5💿,調査中,調査中,0,2,,,,,,,,
1990-04-27,-,11,SLG,マイクロキャビン,スーパー大戦略💿,調査中,調査中,0,2,,,,,,,,
1990-04-27,-,11,RPG,日本テレネット,デス・ブリンガー💿,調査中,調査中,0,2,,,羽成正己,高井政彦|越智一裕|酉沢安施,小川史生|佐藤天平,,,
1990-06-15,-,11,他,ビクター音楽産業,ウルトラボックス創刊号💿,調査中,調査中,0,2,,,,,,,,
1990-06-29,30,11,ADV,ハドソン,うる星やつらSTAYWITHYOU💿,"￥6,825","￥7,000代",0,2,,島田周樹|高津敏之,菊池賢次|中田伸一,久保久,中橋望,高津敏之|チャーリー,清水始,
1990-06-29,-,11,RPG,メサイヤ,ソル・ビアンカ💿,調査中,調査中,0,2,,,,,,,,
1990-07-06,-,11,ADV,日本テレネット,迷宮のエルフィーネ💿,調査中,調査中,0,2,,,,,,,,
1990-08-24,-,11,他,ビクター音楽産業NEC,マジカルサウルスツアーMagicalDinosaurTour💿,調査中,調査中,0,2,,,,,,,,
1990-08-31,-,11,RPG,ブレイングレイ,ラスト・ハルマゲドン💿,調査中,調査中,0,2,,,渡辺裕志,飯島健男|武井一昌|小林功一郎|西塚耕一|中井覚,葉山宏治|猪瀬勝幸,飯島健男,,
1990-09-07,-,11,ACT,日本テレネットNEC,ヴァリスIII💿,調査中,調査中,0,2,,,,,,,,
1990-09-14,-,11,ADV,ハドソン,みつばち学園💿,調査中,調査中,0,2,,酒井啓行|松永智史,松永建太,松浦浩司,宮元真佐人,酒井啓行|長山豊,清水始,
1990-09-21,-,11,SHT,日本テレネット,レギオン💿,調査中,調査中,0,2,,,,,,,,
1990-09-28,-,11,他,ビクター音楽産業,ウルトラボックス第2号💿,調査中,調査中,0,2,,,,,,,,
1990-10-05,-,11,SPT,インテック,ザ・プロ野球💿,調査中,調査中,0,2,,,,,,,,
1990-10-09,-,11,TBL,日本テレネット,雀偵物語💿,調査中,調査中,0,2,,,,,,,,
1990-11-02,-,11,RCG,日本テレネット,デコボコ伝説走るワガマンマー💿,調査中,調査中,0,2,,,,,,,,
1990-11-23,-,11,ADV,ハドソンNEC,J.B.ハロルドシリーズマーダークラブ💿,調査中,調査中,0,2,,,,,,,浜田省吾,
1990-12-07,-,11,SHT,日本テレネット,アヴェンジャー💿,調査中,調査中,0,2,,,,,,,,
1990-12-07,-,11,ACT,メサイヤ,らんま1/2💿,調査中,調査中,0,2,,望月智充,,中嶋敦子|谷口宏美,和田薫,高橋留美子,,
1990-12-20,-,11,SLG,"ヒューマンCRWorking Designs",バスティール💿,調査中,調査中,0,2,,,,,,,,
1990-12-28,-,11,他,ビクター音楽産業,ウルトラボックス第3号💿,調査中,調査中,0,2,,,,,,,,
1991-01-25,-,11,SLG,パック・イン・ビデオ,ガルクライトTDF2💿,調査中,調査中,0,2,,,,,,,,
1991-02-15,-,11,QUIZ,NECアベニュー,クイズアベニュー💿,調査中,調査中,0,2,,松田浩二,長谷川健,小森谷勇一郎|見田竜介,宮元真佐人,,多部田俊雄,
