☔降水量の合計(mm),🌡️平均気温(℃),💨平均風速(m/s),🧭最多風向(16方位),🏢都道府県,🏙️市区町村,❄️降雪量合計(cm),⚪未使用,☔降水量の合計(mm):Base,💧平均湿度(％),☁️平均雲量(10分比),♨️平均蒸気圧(hPa),🔄平均現地気圧(hPa),☀️日照時間(時間),🌨️雪日数(日),⚡雷日数(日),🌫️霧日数(日)
2009-04,15.7,3.3,⬆️北北西,東京都,東京,0,0,162.5,54,5.5,9.5,1008.7,226.7,0,1,0
2009-05,20.1,3.1,⬇️南,東京都,東京,0,0,242.0,64,8.1,14.8,1007.3,154.6,0,2,0
2009-06,22.5,2.7,➡️南南東,東京都,東京,0,0,226.0,72,9.0,19.5,1003.3,98.8,0,2,0
2009-07,26.3,3.4,⬇️南,東京都,東京,0,0,78.5,72,9.0,24.5,1003.3,103.5,0,2,0
2009-08,26.6,2.7,➡️南南東,東京都,東京,0,0,242.0,69,8.2,23.9,1005.5,136.1,0,3,0
2009-09,23.0,2.5,⬆️北東,東京都,東京,0,0,53.0,64,7.6,17.7,1009.0,136.5,0,0,0
2009-10,19.0,2.7,⬆️北北西,東京都,東京,0,0,276.5,64,6.4,13.9,1010.3,153.3,0,1,0
2009-11,13.5,2.5,⬆️北北西,東京都,東京,0,0,151.5,63,6.8,10.0,1014.9,124.0,0,0,0
2009-12,9.0,2.7,⬆️北北西,東京都,東京,0,0,82.5,51,4.6,6.0,1010.3,181.0,0,0,0
2010-01,7.0,2.7,⬆️北北西,東京都,東京,0,0,9.0,41,3.8,4.2,1010.2,221.9,1,0,0
2010-02,6.5,2.8,⬆️北東,東京都,東京,2,0,115.0,60,6.9,6.0,1012.6,118.3,10,0,0
2010-03,9.1,3.2,⬆️北北西,東京都,東京,0,0,143.5,61,7.0,7.1,1012.7,139.8,2,0,0
2010-04,12.4,3.1,⬆️北北西,東京都,東京,0,0,214.0,62,8.2,9.0,1013.6,139.9,1,0,0
2010-05,19.0,3.2,⬇️南,東京都,東京,0,0,114.0,60,7.4,13.1,1007.3,198.8,0,0,1
2010-06,23.6,2.9,⬇️南,東京都,東京,0,0,108.0,67,7.9,19.8,1007.1,162.5,0,3,0
2010-07,28.0,3.3,⬇️南,東京都,東京,0,0,70.0,70,7.7,26.4,1005.9,182.7,0,2,0
2010-08,29.6,3.4,⬇️南,東京都,東京,0,0,27.0,67,6.7,27.8,1009.7,222.6,0,1,0
2010-09,25.1,2.9,⬆️北北西,東京都,東京,0,0,428.0,68,7.6,21.8,1008.3,165.3,0,3,0
2010-10,18.9,2.5,⬆️北北西,東京都,東京,0,0,211.0,68,8.6,15.1,1012.7,81.4,0,0,0
2010-11,13.5,2.4,⬆️北北西,東京都,東京,0,0,94.5,56,5.8,8.7,1012.3,158.9,0,1,0
2010-12,9.9,2.7,⬆️北北西,東京都,東京,0,0,145.5,50,4.5,6.2,1005.1,194.9,1,1,0
2011-01,5.1,2.8,⬆️北北西,東京都,東京,0,0,3.5,36,3.2,3.1,1009.1,243.9,4,0,0
2011-02,7.0,2.9,⬆️北北西,東京都,東京,2,0,151.0,52,5.7,5.2,1013.6,148.9,7,0,0
2011-03,8.1,3.2,⬆️北北西,東京都,東京,0,0,74.0,47,5.3,5.1,1010.5,214.8,1,0,0
2011-04,14.5,3.8,⬇️南,東京都,東京,0,0,96.0,50,5.7,8.5,1008.9,204.0,0,0,0
2011-05,18.5,3.0,⬇️南,東京都,東京,0,0,213.5,63,8.0,13.2,1007.5,146.3,0,1,0
2011-06,22.8,2.6,➡️南南東,東京都,東京,0,0,116.5,71,9.0,19.7,1005.3,105.1,0,1,0
2011-07,27.3,3.3,⬇️南,東京都,東京,0,0,54.5,67,7.0,24.5,1004.5,186.2,0,5,0
2011-08,27.5,2.6,⬇️南,東京都,東京,0,0,244.0,71,7.6,25.8,1006.4,168.9,0,4,0
2011-09,25.1,3.3,⬇️南,東京都,東京,0,0,235.0,68,7.1,22.0,1007.7,165.8,0,1,0
2011-10,19.5,2.8,⬆️北北西,東京都,東京,0,0,119.5,61,7.4,13.9,1013.6,141.3,0,0,0
2011-11,14.9,2.2,⬆️北北西,東京都,東京,0,0,112.5,58,6.7,10.2,1015.4,143.4,0,1,0
2011-12,7.5,2.6,⬆️北北西,東京都,東京,0,0,59.5,48,4.5,5.1,1013.3,187.6,0,0,0
2012-01,4.8,2.7,⬆️北北西,東京都,東京,4,0,50.0,43,5.0,3.7,1012.6,183.0,4,1,0
2012-02,5.4,2.9,⬆️北北西,東京都,東京,2,0,94.0,49,6.4,4.4,1011.6,148.6,5,0,0
2012-03,8.8,3.1,⬆️北北西,東京都,東京,0,0,144.5,59,6.4,6.7,1010.4,149.7,1,0,0
2012-04,14.5,3.2,⬆️北北西,東京都,東京,0,0,118.5,63,6.9,10.6,1010.8,162.4,0,2,0
2012-05,19.6,3.3,⬇️南,東京都,東京,0,0,231.0,65,7.5,14.8,1005.9,195.4,0,6,0
2012-06,21.4,3.0,⬆️北東,東京都,東京,0,0,185.0,73,8.9,18.4,1005.6,125.3,0,1,0
2012-07,26.4,3.1,⬇️南,東京都,東京,0,0,130.0,75,8.3,25.9,1004.5,181.3,0,2,0
2012-08,29.1,3.2,⬇️南,東京都,東京,0,0,25.0,69,6.3,27.7,1008.2,236.0,0,3,0
2012-09,26.2,3.0,➡️南南東,東京都,東京,0,0,214.5,73,8.1,24.7,1009.8,164.4,0,10,0
2012-10,19.4,2.8,⬆️北北西,東京都,東京,0,0,154.5,65,6.8,14.8,1011.0,156.6,0,1,0
2012-11,12.7,2.7,⬆️北北西,東京都,東京,0,0,154.0,58,5.8,8.6,1009.6,153.3,0,0,1
2012-12,7.3,2.8,⬆️北北西,東京都,東京,0,0,69.0,52,4.7,5.3,1011.0,166.9,0,0,0
2013-01,5.5,2.9,⬆️北北西,東京都,東京,8,0,70.0,47,3.9,4.3,1012.6,212.5,2,0,0
2013-02,6.2,3.3,⬆️北北西,東京都,東京,0,0,30.0,48,5.6,4.7,1012.9,173.7,3,0,0
2013-03,12.1,3.6,⬆️北北西,東京都,東京,0,0,44.5,55,6.4,8.0,1009.0,190.1,0,0,0
2013-04,15.2,3.9,⬆️北北西,東京都,東京,0,0,283.0,55,5.9,9.6,1005.9,196.0,0,1,0
2013-05,19.8,3.4,⬇️南,東京都,東京,0,0,56.0,61,6.0,14.3,1008.0,227.1,0,1,0
2013-06,22.9,2.8,➡️南南東,東京都,東京,0,0,159.0,74,8.7,20.7,1005.3,123.9,0,1,0
2013-07,27.3,2.9,➡️南南東,東京都,東京,0,0,115.5,73,8.7,26.3,1004.2,163.4,0,6,0
2013-08,29.2,3.0,➡️南南東,東京都,東京,0,0,99.0,70,6.9,28.0,1002.9,210.6,0,5,0
2013-09,25.2,3.0,⬆️北北西,東京都,東京,0,0,231.5,69,6.8,22.5,1010.2,164.2,0,4,0
2013-10,19.8,3.1,⬆️北北西,東京都,東京,0,0,440.0,72,7.9,16.9,1013.0,110.4,0,0,0
2013-11,13.5,2.6,⬆️北北西,東京都,東京,0,0,26.0,55,4.7,8.8,1011.1,177.4,0,0,0
2013-12,8.3,2.5,⬆️北北西,東京都,東京,0,0,59.5,52,4.3,5.7,1009.1,181.8,1,1,0
2014-01,6.3,2.8,⬆️北北西,東京都,東京,0,0,24.5,45,4.5,4.4,1013.4,204.1,3,0,0
2014-02,5.9,3.3,⬆️北北西,東京都,東京,49,0,157.5,52,7.0,5.0,1014.3,139.8,6,1,0
2014-03,10.4,3.5,⬆️北北西,東京都,東京,0,0,113.5,52,5.6,6.8,1010.3,205.0,1,1,0
2014-04,15.0,3.1,⬆️北北西,東京都,東京,0,0,155.0,56,5.7,9.6,1011.7,218.3,0,2,0
2014-05,20.3,3.4,⬇️南,東京都,東京,0,0,135.5,62,6.7,14.7,1006.4,236.5,0,2,0
2014-06,23.4,2.6,➡️南南東,東京都,東京,0,0,311.0,75,8.4,21.1,1002.9,143.0,0,5,0
2014-07,26.8,2.8,➡️南南東,東京都,東京,0,0,105.5,74,7.6,25.9,1004.5,175.6,0,4,0
2014-08,27.7,3.2,⬇️南,東京都,東京,0,0,105.0,74,7.5,27.2,1005.7,180.9,0,1,0
2014-09,23.2,2.6,⬆️北北西,東京都,東京,0,0,155.5,68,7.8,19.4,1008.4,145.8,0,2,0
2014-10,19.1,2.7,⬆️北北西,東京都,東京,0,0,384.5,67,7.4,15.0,1013.3,135.2,0,2,0
2014-11,14.2,2.5,⬆️北北西,東京都,東京,0,0,98.5,63,6.2,10.3,1013.4,134.6,0,0,0
2014-12,6.7,2.5,⬆️北北西,東京都,東京,0,0,62.0,55,4.2,5.5,1010.8,185.2,2,0,0
2015-01,5.8,3.2,⬆️北北西,東京都,東京,3,0,92.5,52,4.4,4.8,1012.1,182.0,4,0,0
2015-02,5.7,2.9,⬆️北北西,東京都,東京,0,0,62.0,59,5.4,5.4,1012.3,166.9,3,0,0
2015-03,10.3,3.1,⬆️北北西,東京都,東京,0,0,94.0,57,5.9,7.2,1013.7,194.2,1,0,0
2015-04,14.5,3.1,⬇️南,東京都,東京,0,0,129.0,71,7.9,11.8,1013.9,149.5,1,1,0
2015-05,21.1,3.2,⬇️南,東京都,東京,0,0,88.0,62,6.9,15.2,1006.9,240.6,0,1,0
2015-06,22.1,2.7,➡️南南東,東京都,東京,0,0,195.5,75,8.9,19.7,1005.6,137.3,0,1,0
2015-07,26.2,3.1,⬇️南,東京都,東京,0,0,234.5,80,7.5,26.7,1006.5,181.8,0,2,0
2015-08,26.7,2.8,➡️南南東,東京都,東京,0,0,103.5,78,7.7,27.1,1006.6,137.6,0,2,0
2015-09,22.6,2.5,⬆️北北西,東京都,東京,0,0,503.5,79,8.3,21.5,1009.6,113.3,0,5,0
2015-10,18.4,2.8,⬆️北北西,東京都,東京,0,0,57.0,66,6.2,13.9,1012.6,181.3,0,1,0
2015-11,13.9,2.2,⬆️北北西,東京都,東京,0,0,139.5,74,7.1,12.0,1018.3,120.1,0,0,0
2015-12,9.3,2.5,⬆️北北西,東京都,東京,0,0,82.5,57,5.7,6.8,1016.3,162.0,0,0,0
2016-01,6.1,2.4,⬆️北西,東京都,東京,6,0,85.0,55,4.4,5.1,1013.2,201.5,2,0,0
2016-02,7.2,2.9,⬆️北北西,東京都,東京,0,0,57.0,56,5.8,5.9,1015.8,160.1,3,0,0
2016-03,10.1,2.8,⬆️北北西,東京都,東京,0,0,103.0,61,7.0,7.7,1016.0,161.9,1,1,0
2016-04,15.4,3.3,⬇️南,東京都,東京,0,0,120.0,67,8.2,11.7,1010.7,149.2,0,0,0
2016-05,20.2,3.4,⬇️南,東京都,東京,0,0,137.5,66,7.3,15.2,1010.5,204.9,0,0,0
2016-06,22.4,2.9,➡️南南東,東京都,東京,0,0,174.5,75,8.3,19.9,1006.6,139.1,0,0,0
2016-07,25.4,2.7,➡️南南東,東京都,東京,0,0,81.5,80,8.2,25.7,1007.3,143.7,0,2,0
2016-08,27.1,3.1,➡️南南東,東京都,東京,0,0,414.0,78,7.8,27.8,1002.3,156.5,0,5,0
2016-09,24.4,2.4,⬆️北北西,東京都,東京,0,0,287.0,86,8.9,26.1,1010.7,79.4,0,0,0
2016-10,18.7,2.4,⬆️北北西,東京都,東京,0,0,96.5,72,7.9,15.8,1014.8,119.6,0,0,0
2016-11,11.4,2.5,⬆️北北西,東京都,東京,0,0,139.0,71,6.7,9.7,1016.2,132.1,1,0,0
2016-12,8.9,2.6,⬆️北北西,東京都,東京,0,0,84.0,59,4.9,7.0,1015.1,193.7,0,0,0
2017-01,5.8,2.8,⬆️北北西,東京都,東京,0,0,26.0,53,3.3,4.9,1012.3,226.7,2,0,0
2017-02,6.9,3.5,⬆️北西,東京都,東京,0,0,15.5,49,4.7,4.9,1011.2,193.7,4,0,0
2017-03,8.5,2.8,⬆️北北西,東京都,東京,0,0,85.5,60,6.6,6.5,1011.5,190.3,0,0,0
2017-04,14.7,3.4,⬇️南,東京都,東京,0,0,122.0,66,6.9,11.0,1009.9,198.8,0,2,0
2017-05,20.0,3.0,⬇️南,東京都,東京,0,0,49.0,72,7.3,16.6,1009.5,216.9,0,2,0
2017-06,22.0,3.1,⬇️南,東京都,東京,0,0,106.5,73,8.4,19.1,1005.6,158.8,0,2,0
2017-07,27.3,3.1,⬇️南,東京都,東京,0,0,81.0,78,7.5,28.2,1006.2,189.1,0,4,0
2017-08,26.4,2.6,⬆️東北東,東京都,東京,0,0,141.5,83,9.2,28.4,1004.9,83.7,0,1,0
2017-09,22.8,2.7,⬇️南,東京都,東京,0,0,209.5,79,8.4,21.8,1008.8,124.4,0,2,0
2017-10,16.8,2.7,⬆️北北西,東京都,東京,0,0,531.5,82,8.1,15.9,1015.6,94.7,0,1,0
2017-11,11.9,2.4,⬆️北北西,東京都,東京,0,0,47.0,67,6.1,9.5,1014.6,162.7,0,0,0
2017-12,6.6,2.5,⬆️北西,東京都,東京,0,0,15.0,56,3.9,5.5,1013.3,211.1,1,0,0
2018-01,4.7,2.6,⬆️北北西,東京都,東京,23,0,48.5,54,3.9,4.6,1011.4,206.1,4,0,0
2018-02,5.4,2.6,⬆️北北西,東京都,東京,1,0,20.0,56,5.8,5.0,1013.8,167.3,5,0,0
2018-03,11.5,3.0,⬆️北北西,東京都,東京,0,0,220.0,65,5.6,8.9,1014.1,198.0,1,1,0
2018-04,17.0,3.5,⬇️南,東京都,東京,0,0,109.0,66,5.9,12.9,1011.3,201.8,0,0,0
2018-05,19.8,3.3,⬇️南,東京都,東京,0,0,165.5,71,7.3,16.3,1008.5,199.3,0,1,0
2018-06,22.4,3.2,⬇️南,東京都,東京,0,0,155.5,80,8.1,21.5,1006.5,163.1,0,1,0
2018-07,28.3,3.5,⬇️南,東京都,東京,0,0,107.0,77,7.7,29.4,1007.6,227.2,0,1,0
2018-08,28.1,3.5,⬇️南,東京都,東京,0,0,86.5,77,7.5,29.1,1005.9,217.4,0,6,0
2018-09,22.9,3.0,⬇️南,東京都,東京,0,0,365.0,86,9.1,23.9,1010.7,96.7,0,2,0
2018-10,19.1,2.6,⬆️北北西,東京都,東京,0,0,61.5,74,7.0,16.6,1012.9,139.0,0,2,0
2018-11,14.0,2.1,⬆️北北西,東京都,東京,0,0,63.0,72,6.9,11.6,1016.9,151.0,0,0,0
2018-12,8.3,2.6,⬆️北北西,東京都,東京,0,0,44.0,61,6.0,7.0,1015.8,145.3,0,0,0
2019-01,5.6,2.8,⬆️北西,東京都,東京,0,0,16.0,51,2.8,4.5,1013.4,222.2,2,1,0
2019-02,7.2,2.7,⬆️北北西,東京都,東京,0,0,42.0,59,6.6,6.1,1015.0,138.0,4,0,0
2019-03,10.6,3.0,⬆️北北西,東京都,東京,0,0,117.5,60,6.4,7.6,1010.1,177.3,0,0,0
2019-04,13.6,3.3,➡️南南東,東京都,東京,0,0,90.5,63,6.7,10.1,1010.3,194.4,0,1,0
2019-05,20.0,3.3,➡️南南東,東京都,東京,0,0,120.5,65,7.1,14.9,1010.3,229.4,0,1,0
2019-06,21.8,2.9,➡️南南東,東京都,東京,0,0,225.0,81,8.5,20.9,1004.8,129.5,0,1,0
2019-07,24.1,2.6,➡️南南東,東京都,東京,0,0,193.0,89,9.0,26.8,1006.8,81.1,0,0,0
2019-08,28.4,3.2,➡️南南東,東京都,東京,0,0,110.0,80,6.8,30.9,1005.9,187.8,0,4,0
2019-09,25.1,2.7,⬆️北東,東京都,東京,0,0,197.0,79,8.0,25.0,1012.3,137.6,0,3,0
2019-10,19.4,2.8,⬆️北北西,東京都,東京,0,0,529.5,80,7.8,18.1,1013.2,112.8,0,1,0
2019-11,13.1,2.6,⬆️北北西,東京都,東京,0,0,156.5,69,5.2,10.5,1015.4,170.3,0,0,1
2019-12,8.5,2.4,⬆️北北西,東京都,東京,0,0,76.5,66,6.4,7.3,1016.7,128.6,0,0,0
2020-01,7.1,2.4,⬆️北北西,東京都,東京,0,0,135.0,65,5.8,6.5,1013.8,139.8,4,0,0
2020-02,8.3,2.7,⬆️北西,東京都,東京,0,0,15.0,55,5.2,6.2,1015.6,196.1,0,0,0
2020-03,10.7,3.1,⬆️北西,東京都,東京,1,0,131.0,65,5.9,8.4,1010.9,181.9,2,0,0
2020-04,12.8,3.2,⬆️北北西,東京都,東京,0,0,296.5,66,6.2,9.6,1009.7,213.4,0,1,0
2020-05,19.5,3.1,⬇️南,東京都,東京,0,0,118.0,75,7.7,16.7,1008.4,175.5,0,2,0
2020-06,23.2,2.8,⬇️南,東京都,東京,0,0,212.5,82,8.7,23.1,1004.7,136.3,0,1,0
2020-07,24.3,3.1,⬇️南,東京都,東京,0,0,270.5,89,9.7,27.1,1006.2,47.7,0,4,0
2020-08,29.1,2.8,➡️南南東,東京都,東京,0,0,61.5,76,5.8,30.2,1008.3,254.7,0,5,0
2020-09,24.2,2.9,⬆️北北西,東京都,東京,0,0,117.5,83,8.3,25.3,1009.6,105.7,0,4,0
2020-10,17.5,2.4,⬆️北北西,東京都,東京,0,0,205.0,75,7.7,15.0,1014.5,113.9,0,0,0
2020-11,14.0,2.5,⬆️北北西,東京都,東京,0,0,14.5,65,5.8,10.6,1017.3,156.6,0,0,0
2020-12,7.7,2.1,⬆️北北西,東京都,東京,0,0,13.0,61,5.0,6.5,1013.9,167.9,0,0,0
2021-01,5.4,2.3,⬆️北北西,東京都,東京,0,0,43.5,57,5.1,5.2,1014.1,172.4,2,0,0
2021-02,8.5,2.9,⬆️北西,東京都,東京,0,0,88.5,49,3.9,5.6,1011.8,214.9,0,0,0
2021-03,12.8,3.2,⬆️北西,東京都,東京,0,0,173.0,62,7.0,9.4,1014.5,193.2,0,1,0
2021-04,15.1,3.2,⬇️南,東京都,東京,0,0,156.0,60,5.7,10.3,1014.8,218.5,0,1,0
2021-05,19.6,3.2,⬇️南,東京都,東京,0,0,99.5,73,8.5,16.5,1006.6,150.5,0,2,0
2021-06,22.7,2.7,➡️南南東,東京都,東京,0,0,168.5,77,8.5,21.0,1007.4,131.6,0,2,0
2021-07,25.9,2.4,➡️南南東,東京都,東京,0,0,310.0,83,7.7,27.2,1007.7,160.2,0,5,1
2021-08,27.4,3.1,⬇️南,東京都,東京,0,0,382.5,80,7.2,29.0,1007.2,175.6,0,2,0
2021-09,22.3,2.4,⬆️北北東,東京都,東京,0,0,222.5,82,8.0,22.0,1012.2,100.7,0,0,0
2021-10,18.2,2.5,⬆️北西,東京都,東京,0,0,199.5,76,6.2,16.3,1015.8,163.0,0,1,0
2021-11,13.7,2.2,⬆️北西,東京都,東京,0,0,93.0,65,4.8,10.3,1013.2,206.7,0,1,0
2021-12,7.9,2.4,⬆️北西,東京都,東京,0,0,116.0,60,4.2,6.6,1013.0,202.5,1,0,0
2022-01,4.9,2.6,⬆️北西,東京都,東京,10,0,22.5,52,4.0,4.4,1012.7,206.8,2,0,0
2022-02,5.2,2.6,⬆️北西,東京都,東京,2,0,71.0,53,4.0,4.6,1013.6,190.9,4,0,0
2022-03,10.9,2.8,⬆️北西,東京都,東京,0,0,110.5,63,6.9,8.3,1012.0,195.6,3,1,0
2022-04,15.3,2.8,➡️南南東,東京都,東京,0,0,224.5,75,7.5,13.2,1013.6,169.6,0,0,0
2022-05,18.8,2.7,➡️南南東,東京都,東京,0,0,198.0,75,8.0,16.1,1010.0,181.1,0,2,0
2022-06,23.0,2.8,➡️南南東,東京都,東京,0,0,64.0,77,7.8,21.7,1007.1,167.6,0,1,0
2022-07,27.4,3.0,➡️南南東,東京都,東京,0,0,233.0,79,7.7,28.6,1004.8,176.4,0,0,0
2022-08,27.5,3.2,⬇️南,東京都,東京,0,0,105.0,79,8.5,28.9,1005.9,150.4,0,3,0
2022-09,24.4,2.8,⬆️北北東,東京都,東京,0,0,310.0,81,8.1,24.6,1011.2,134.5,0,4,0
2022-10,17.2,2.4,⬆️北北西,東京都,東京,0,0,118.0,75,6.9,14.9,1016.3,119.4,0,0,0
2022-11,14.5,2.2,⬆️北西,東京都,東京,0,0,102.5,70,5.8,11.5,1015.6,160.9,0,0,0
2022-12,7.5,2.2,⬆️北西,東京都,東京,0,0,56.5,60,4.3,6.3,1011.9,175.7,0,0,0
2023-01,5.7,2.4,⬆️北西,東京都,東京,0,0,15.5,55,4.3,5.2,1013.4,195.0,1,0,0
2023-02,7.3,2.8,⬆️北西,東京都,東京,0,0,40.5,54,5.2,5.6,1016.6,178.6,1,0,0
2023-03,12.9,2.7,➡️南南東,東京都,東京,0,0,145.0,68,6.5,10.2,1016.2,164.1,0,1,0
2023-04,16.3,3.5,⬇️南,東京都,東京,0,0,90.0,62,6.0,11.8,1011.5,197.2,0,2,0
2023-05,19.0,3.1,⬇️南,東京都,東京,0,0,159.0,72,7.3,15.7,1011.0,195.9,0,1,0
2023-06,23.2,2.6,➡️南南東,東京都,東京,0,0,347.0,80,8.6,22.4,1006.1,137.5,0,0,2
2023-07,28.7,3.0,➡️南南東,東京都,東京,0,0,30.0,72,5.8,27.8,1007.2,250.4,0,2,0
2023-08,29.2,3.3,➡️南南東,東京都,東京,0,0,132.5,78,6.6,31.2,1007.0,222.3,0,3,0
2023-09,26.7,2.8,⬇️南,東京都,東京,0,0,229.0,80,7.2,27.8,1009.7,143.7,0,2,0
2023-10,18.9,2.4,⬆️北西,東京都,東京,0,0,147.0,67,5.8,14.4,1011.6,200.6,0,2,0
2023-11,14.4,2.3,⬆️北西,東京都,東京,0,0,41.5,66,4.6,11.3,1013.9,174.8,0,0,0
2023-12,9.4,2.1,⬆️北西,東京都,東京,0,0,19.5,59,4.7,7.2,1015.4,199.1,0,0,0
2024-01,7.1,2.6,⬆️北西,東京都,東京,0,0,36.0,54,3.7,5.5,1013.6,198.5,1,1,0
2024-02,8.0,2.9,⬆️北西,東京都,東京,9,0,78.5,63,6.7,6.9,1017.3,152.4,3,1,0
2024-03,9.6,3.1,⬆️北西,東京都,東京,1,0,188.5,59,5.3,7.3,1010.4,201.6,1,1,0
2024-04,17.1,2.7,➡️南南東,東京都,東京,0,0,115.5,72,7.6,14.1,1011.7,150.3,0,0,0
2024-05,20.0,3.3,⬇️南,東京都,東京,0,0,201.5,72,7.1,16.7,1010.7,185.5,0,0,0
2024-06,23.1,2.6,➡️南南東,東京都,東京,0,0,350.0,79,7.7,21.9,1006.7,158.1,0,2,0
2024-07,28.7,2.6,➡️南南東,東京都,東京,0,0,206.5,78,8.3,30.2,1005.2,199.6,0,7,0
2024-08,29.0,3.0,➡️南南東,東京都,東京,0,0,381.0,79,7.1,31.5,1004.9,189.8,0,10,0
2024-09,26.6,2.9,⬇️南,東京都,東京,0,0,111.5,81,6.8,28.0,1010.5,160.8,0,3,0
2024-10,20.6,2.4,⬆️北北西,東京都,東京,0,0,174.5,79,7.9,19.5,1015.8,111.7,0,0,0
2024-11,13.7,2.3,⬆️北西,東京都,東京,0,0,82.0,69,5.4,11.0,1015.2,158.1,0,0,0
2024-12,8.1,2.3,⬆️北西,東京都,東京,0,0,0.5,54,3.2,5.9,1010.7,233.8,1,0,0
2025-01,6.6,2.3,⬆️北西,東京都,東京,0,0,26.0,53,3.5,5.2,1013.0,206.1,0,0,0
2025-02,6.5,2.9,⬆️北西,東京都,東京,0,0,6.5,44,3.4,4.3,1011.0,217.0,0,0,0
2025-03,10.7,2.9,⬆️北西,東京都,東京,2,0,153.0,65,6.5,8.5,1012.2,168.0,5,1,0
2025-04,15.6,3.1,⬇️南,東京都,東京,0,0,154.5,69,6.7,12.2,1008.2,178.4,0,1,0
2025-05,17.9,3.1,➡️南南東,東京都,東京,0,0,96.5,73,8.2,14.7,1007.5,71.1,0,0,0
1986-05,15.6,3.5,⬇️南,新潟県,新潟市,0,0,74.0,66,7.1,11.5,1009.4,193.6,0,0,0
1986-06,19.4,3.0,⬆️北北東,新潟県,新潟市,0,0,137.5,75,7.3,16.7,1008.7,169.4,0,2,0
1986-07,22.3,2.9,⬆️北北東,新潟県,新潟市,0,0,150.5,78,7.5,21.2,1009.5,154.4,0,1,1
1986-08,26.4,3.1,⬆️北東,新潟県,新潟市,0,0,67.5,73,6.3,25.0,1008.0,236.4,0,1,0
1986-09,22.5,3.1,⬇️南,新潟県,新潟市,0,0,102.5,72,6.6,19.8,1011.5,166.3,0,2,0
1986-10,14.6,3.2,⬇️南,新潟県,新潟市,0,0,219.5,74,7.9,12.6,1017.0,99.9,0,6,0
1986-11,9.3,3.9,⬇️南南西,新潟県,新潟市,0,0,97.5,69,7.7,8.2,1020.6,86.8,4,0,0
1986-12,6.1,4.6,⬆️北西,新潟県,新潟市,1,0,110.5,68,8.5,6.5,1018.8,63.6,9,5,0
1987-01,2.3,5.1,⬆️北西,新潟県,新潟市,42,0,140.0,72,9.4,5.3,1017.9,34.1,25,3,0
1987-02,3.1,4.8,⬇️南南西,新潟県,新潟市,37,0,123.0,68,8.2,5.3,1015.9,72.8,19,1,0
1987-03,5.5,4.1,⬇️南南西,新潟県,新潟市,33,0,121.5,71,8.6,6.6,1014.7,111.1,14,2,0
1987-04,10.7,3.5,⬇️南,新潟県,新潟市,0,0,48.5,62,6.4,8.2,1016.9,180.7,5,0,0
1987-05,16.6,3.3,⬇️南,新潟県,新潟市,0,0,145.0,66,6.6,12.3,1013.4,209.4,0,1,0
1987-06,21.5,3.2,⬆️北北東,新潟県,新潟市,0,0,52.0,67,5.7,17.0,1009.0,250.6,0,0,0
1987-07,25.2,3.2,⬇️南南西,新潟県,新潟市,0,0,236.0,75,8.4,23.9,1007.1,157.5,0,4,0
1987-08,26.0,3.1,⬇️南,新潟県,新潟市,0,0,166.0,75,7.5,25.1,1008.8,168.2,0,1,0
1987-09,22.8,3.5,➡️南東,新潟県,新潟市,0,0,60.0,67,7.2,18.8,1013.3,165.2,0,3,0
1987-10,16.9,3.4,⬇️南南西,新潟県,新潟市,0,0,92.5,69,6.3,13.5,1017.3,160.0,0,2,2
1987-11,10.5,4.0,⬇️南,新潟県,新潟市,0,0,123.0,66,7.2,8.7,1019.9,117.5,3,9,0
1987-12,5.9,4.1,⬇️南南西,新潟県,新潟市,6,0,195.5,71,7.7,6.7,1019.3,85.6,12,8,2
1988-01,3.7,4.7,⬇️南南西,新潟県,新潟市,58,0,208.5,71,8.6,5.7,1016.4,52.8,19,4,0
1988-02,0.8,4.7,⬆️北西,新潟県,新潟市,82,0,149.0,67,9.2,4.4,1019.0,58.6,28,2,0
1988-03,4.9,3.9,⬇️南,新潟県,新潟市,25,0,120.5,66,8.6,5.8,1016.7,107.5,13,2,1
1988-04,10.7,3.7,⬇️南,新潟県,新潟市,0,0,100.0,66,6.2,8.5,1015.4,189.3,0,2,0
1988-05,15.2,3.5,⬆️北東,新潟県,新潟市,0,0,146.0,69,7.3,12.0,1011.0,193.1,0,1,0
1988-06,20.3,3.3,⬆️北北東,新潟県,新潟市,0,0,100.0,74,7.7,17.4,1006.9,153.0,0,2,2
1988-07,22.6,3.1,➡️南東,新潟県,新潟市,0,0,182.0,75,8.4,20.4,1007.6,134.4,0,1,0
1988-08,27.2,3.0,➡️南東,新潟県,新潟市,0,0,40.0,70,6.6,25.3,1007.6,214.7,0,4,0
1988-09,22.5,3.0,⬆️北北東,新潟県,新潟市,0,0,144.5,72,7.5,19.5,1011.2,148.1,0,1,0
1988-10,15.1,3.6,⬇️南南西,新潟県,新潟市,0,0,172.0,67,7.0,11.8,1014.6,155.9,0,7,0
1988-11,8.0,3.9,⬇️南,新潟県,新潟市,14,0,346.0,71,7.9,7.5,1013.7,83.1,3,7,0
1988-12,5.1,4.7,⬅️西,新潟県,新潟市,15,0,177.5,69,8.1,6.1,1018.4,73.5,16,2,0
1989-01,4.8,4.1,⬆️西北西,新潟県,新潟市,7,0,149.5,70,8.3,6.1,1020.4,74.3,11,0,1
