発売日,クロスレビュー(評価),価格帯,ジャンル,メーカー,タイトル,シリーズ,ID,売り上げ本数TOP50,ハード,対応,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
2013-03-30,-,-,-,スクウェア・エニックス,ドラゴンクエスト10目覚めし五つの種族オンラインプレミアムセット,-,10506,0,,-,,,,,,,,
2013-05-23,36,-,ACT,カプコン,バイオハザード・リベレーションズアンベールド・エディション,-,10493,0,,-,中西晃史//,中西晃史,,,鈴木幸太|講本一朗|三浦健,佐藤大,川田将央|竹中司,
2013-06-06,-,-,-,ユービーアイソフト,ラビッツランド,-,10532,0,,-,,,,,,,,
2013-06-27,31,-,ACT,ワーナー,インジャスティス神々の激突,-,10514,0,,-,エド・ブーン//パウロ・ガルシア|ジョン・エドワーズ,エド・ブーン,,パウロ・ガルシア|ジョン・エドワーズ,クリストファー・ドレイク|クリス・ヴェラスコ|ソニック・メイヘム,,アダム・アルバーノ,
2013-06-27,-,-,-,コードマスターズ,F1レーススターズパワーアップエディション,-,10544,0,,-,,,,,,,,
2013-07-12,-,-,-,スクウェア・エニックス,スカイランダーズスパイロの大冒険スターターパック,-,10504,0,,-,,,,,,,,
2013-07-13,37,-,ACT,任天堂,ピクミン3,-,10430,22,,-,日野重文|神門有史/神門有史/西森啓介,日野重文|神門有史,神門有史,西森啓介,早崎あすか|朝日温子|若井淑,,木村浩之,
2013-07-18,-,-,-,ユービーアイソフト,スナイパーエリートV2,-,10533,0,,-,,,,,,,,
2013-07-19,34,-,ACT,任天堂,NewスーパールイージU,-,10429,10,,-,"竹本聖隆//.mw-parser-output .plainlist--only-child>ol|.mw-parser-output .plainlist--only-child>ul{line-height:inherit;list-style:none none;margin:0;padding-left:0}.mw-parser-output .plainlist--only-child>ol li|.mw-parser-output .plainlist--only-child>ul li{margin-bottom:0}足助重之岩本大貴菅野龍太郎|佐藤真靖",竹本聖隆,,".mw-parser-output .plainlist--only-child>ol|.mw-parser-output .plainlist--only-child>ul{line-height:inherit;list-style:none none;margin:0;padding-left:0}.mw-parser-output .plainlist--only-child>ol li|.mw-parser-output .plainlist--only-child>ul li{margin-bottom:0}足助重之岩本大貴菅野龍太郎|佐藤真靖",藤井志帆|横田真人,,手塚卓志|木村浩之,
2013-07-25,33,-,ACT,任天堂,レゴシティアンダーカバー,-,10431,0,,-,,,,,,,,
2013-08-08,-,-,-,セガ,龍が如く1＆2HDforWiiU,-,10484,0,,-,,,,,,,,
2013-08-24,39,-,ACT,任天堂,ザ・ワンダフルワン・オー・ワン,-,10424,0,,-,,,,,,,,
2013-09-05,36,-,ADV,ユービーアイソフト,スプリンターセルブラックリスト(トム・クランシーシリーズ),-,10534,0,,-,,,,,,,,
2013-09-26,-,-,-,任天堂,ゼルダの伝説風のタクトHD,-,10432,4,,-,青沼英二/岩脇敏夫|森田和明/春花良紀|滝澤智|有本正直,青沼英二,岩脇敏夫|森田和明,春花良紀|滝澤智|有本正直,永田権太|若井淑|峰岸透|近藤浩治,,宮本茂|手塚卓志,
2013-09-26,30,-,SLG,コーエーテクモ,三國志12withパワーアップキット,-,10525,0,,-,,,,,,,,
2013-09-26,33,-,ADV,スパイク・チュンソフト,ディズニーエピックミッキー2二つの力,-,10540,0,,-,,,,,,,,
2013-10-17,34,-,ACT,任天堂,レイマンレジェンド,-,10433,0,,-,,,,,,,,
2013-10-24,-,-,-,セガ,ソニックロストワールド,-,10485,101,,-,"岸本守央(Wii U版)|平林孝朗(3DS版)/川畑嘉貴/川村幸子","岸本守央(Wii U版)|平林孝朗(3DS版)",川畑嘉貴,川村幸子,大谷智哉,中島玄雅|ケン・ポンタック|ウォーレン・グラフ,飯塚隆,
2013-10-30,-,-,-,任天堂,Wiiスポーツクラブ,-,10420,400,,-,,,,,,,,
2013-10-31,34,-,ETC,任天堂,WiiパーティU,-,10434,78,,-,,,,,,,,
2013-11-14,37,-,FPS,スクウェア・エニックス,コール・オブ・デューティゴースト<字幕版>,-,10503,0,,-,,,,,,,,
2013-11-21,38,-,ACT,任天堂,スーパーマリオ3Dワールド,-,10435,0,,-,林田宏一元倉健太//,林田宏一元倉健太,,,横田真人近藤浩治峰岸透岩田恭明,,小泉歓晃,
2013-11-21,32,-,-,バンダイナムコ,太鼓の達人WiiUばーじょん！,-,10470,16,,-,,,,,,,,
2013-11-21,-,-,-,バンダイナムコ,太鼓の達人WiiUばーじょん！専用コントローラ「太鼓とバチ」同梱版,-,10471,0,,-,,,,,,,,
2013-11-28,-,-,-,バンダイナムコ,ディズニーインフィニティスターター・パック,-,10472,0,,-,,,,,,,,
2013-11-28,37,-,ACT,ユービーアイソフト,アサシンクリード4ブラックフラッグ,-,10535,0,,-,,,,,,,,
2013-12-05,34,-,SPT,任天堂,マリオ＆ソニックATソチオリンピック,-,10436,0,,-,,,,,,,,
2013-12-05,-,-,-,スクウェア・エニックス,ドラゴンクエスト10眠れる勇者と導きの盟友オンライン,-,10507,0,,-,,,,,,,,
2013-12-05,36,-,ACT,ワーナー,バットマンアーカム・ビギンズ,-,10515,0,,-,,,,,,,,
2013-12-11,-,-,-,カプコン,モンスターハンターフロンティアGビギナーズパッケージ,-,10494,0,,-,,,,,,,,
2014-02-01,-,-,-,任天堂,WiiフィットU(フィットメーターセット),-,10437,17,,-,,,,,,,,
2014-02-01,-,-,-,任天堂,WiiフィットU(バランスWiiボード<白>+フィットメーターセット),-,10438,0,,-,,,,,,,,
2014-02-01,-,-,-,任天堂,WiiフィットU(バランスWiiボード<黒>+フィットメーターセット),-,10439,0,,-,,,,,,,,
2014-02-05,-,-,-,カプコン,モンスターハンターフロンティアGプレミアムパッケージ,-,10495,0,,-,,,,,,,,
2014-02-06,35,-,PZL,セガ,ぷよぷよテトリス,-,10486,0,,-,,,,,,,,
2014-02-13,35,-,ACT,任天堂,ドンキーコングトロピカルフリーズ,-,10440,11,,-,,,,,,,,
2014-04-03,32,-,ACT,任天堂,ジャストダンスWiiU,-,10441,6,,-,,,,,,,,
2014-04-23,-,-,-,カプコン,モンスターハンターフロンティアGGプレミアムパッケージ,-,10496,0,,-,,,,,,,,
2014-04-24,31,-,ACT,任天堂,ファミコンリミックス1+2,-,10442,0,,-,林田宏一/林田宏一/,林田宏一,林田宏一,,須戸敏之,,小泉歓晃,
2014-05-15,33,-,RCG,セガ,ソニック＆オールスターレーシングトランスフォームド,-,10488,0,,-,,,,,,,,
2014-05-29,37,-,RCG,任天堂,マリオカート8,-,10415,120,,amiibo対応,矢吹光佑/白岩祐介/石川雅祥,矢吹光佑,白岩祐介,石川雅祥,"朝日温子 藤井志帆 永松亮 岩田恭明 永田権太|(サウンドディレクター)",,"紺野秀樹 大八木泰幸",
2014-06-12,-,-,-,バンダイナムコ,ワンピースアンリミテッドワールドR,-,10474,0,,-,,,,,,,,
2014-06-26,31,-,ACT,バンダイナムコ,仮面ライダーバトライド・ウォー2,-,10475,0,,-,,,,,,,,
2014-06-26,-,-,-,バンダイナムコ,仮面ライダーバトライド・ウォー2プレミアムTV＆MOVIEサウンドエディション,-,10476,0,,-,,,,,,,,
2014-07-23,-,-,-,カプコン,モンスターハンターフロンティアG5プレミアムパッケージ,-,10497,0,,-,,,,,,,,
2014-08-07,-,-,-,スクウェア・エニックス,ドラゴンクエスト10オールインワンパッケージ,-,10509,0,,-,,,,,,,,
2014-08-14,36,-,ACT,コーエーテクモ,ゼルダ無双,-,10526,11,,amiibo対応,,,,,,,鯉沼久史(総合プロデューサー)|早矢仕洋介(開発プロデューサー)|青沼英二(スーパーバイザー),
2014-08-14,-,-,-,コーエーテクモ,ゼルダ無双プレミアムBOX,-,10527,0,,amiibo対応,,,,,,,,
2014-08-14,-,-,-,コーエーテクモ,ゼルダ無双トレジャーBOX,-,10528,0,,amiibo対応,,,,,,,,
2014-09-20,38,-,ACT,任天堂,ベヨネッタ2,-,10443,5,,-,橋本祐介|神谷英樹//佐藤広野|島崎麻里,橋本祐介|神谷英樹,,佐藤広野|島崎麻里,上田雅美|原田尚文|山口裕史|日比野則彦|泉谷隆洋|近藤嶺,神谷英樹,稲葉敦志|黒田晶子|山上仁志,
2014-09-27,33,-,ADV,任天堂,零濡鴉ノ巫女,-,10419,5,,-,,,,,,,,
2014-10-23,-,-,-,ハムスター,ズンバフィットネスワールドパーティ,-,10490,0,,-,,,,,,,,
2014-11-06,-,-,-,ワーナー,レゴムービーザ・ゲーム,-,10516,0,,-,,,,,,,,
2014-11-13,34,-,ACT,任天堂,進め！キノピオ隊長,-,10444,16,,amiibo対応,元倉健太|平竹晋也//,元倉健太|平竹晋也,,,横田真人|久保直人,,林田宏一,
2014-11-13,-,-,-,任天堂,進め！キノピオ隊長amiiboセット,-,10445,0,,amiibo対応,,,,,,,,
2014-11-19,-,-,-,カプコン,モンスターハンターフロンティアG6プレミアムパッケージ,-,10498,0,,-,,,,,,,,
2014-11-20,-,-,-,バンダイナムコ,藤子・F・不二雄キャラクターズ大集合！SFドタバタパーティー！！,-,10477,0,,-,河内厚典//,河内厚典,,,"畑添美菜|梅垣ルナ|山田一法|ヒゲドライバー(オープニングテーマソング「Happy Parade」)",河内厚典,塚中健介|伊藤翔平|會津卓也|河内厚典,
2014-11-20,-,-,-,バンダイナムコ,太鼓の達人特盛り！,-,10478,8,,-,,,,,,,,
2014-11-20,-,-,-,バンダイナムコ,太鼓の達人特盛り！専用コントローラ「太鼓とバチ」同梱版,-,10479,0,,-,,,,,,,,
2014-11-27,-,-,-,バンダイナムコ,ご当地鉄道ご当地キャラと日本全国の旅,-,10482,0,,-,,,,,,,,
2014-12-04,-,-,-,バンダイナムコ,仮面ライダーサモンライド！,-,10483,0,,-,,,,,,,,
2014-12-04,-,-,-,ユービーアイソフト,ウォッチドッグス,-,10536,0,,-,,,,,,,,
2014-12-06,37,-,FTG,任天堂,大乱闘スマッシュブラザーズforWiiU,-,10446,71,,amiibo対応,桜井政博//,桜井政博,,,小林啓樹,,齋藤伸也|小林賢也,
2014-12-06,-,-,-,任天堂,大乱闘スマッシュブラザーズforWiiUGCコントローラ接続タップセット,-,10447,0,,amiibo対応,,,,,,,,
2014-12-18,-,-,-,セガ,ソニックトゥーン太古の秘宝,-,10489,0,,-,//上川祐司,,,上川祐司,,セガゲームス,,
2015-01-22,34,-,ACT,任天堂,タッチ！カービィスーパーレインボー,-,10448,8,,amiibo対応,"増田一繁//すずき てるひこ",増田一繁,,"すずき てるひこ","酒井省吾|おおはら めぐみ",,,
2015-01-22,33,-,ACT,ワーナー,レゴマーベルスーパーヒーローズザ・ゲーム,-,10517,0,,-,,,,,,,,
2015-03-12,-,-,-,任天堂,マリオパーティ10,-,10421,17,,amiibo対応,,,,,,,,
2015-03-12,-,-,-,任天堂,マリオパーティ10amiiboセット,-,10422,0,,amiibo対応,,,,,,,,
2015-03-19,-,-,-,任天堂,マリオvs.ドンキーコングみんなでミニランド,-,10449,0,,-,,,,,,,,
2015-04-02,-,-,-,ワーナー,レゴバットマン3ザ・ゲームゴッサムから宇宙へ,-,10518,0,,-,,,,,,,,
2015-04-02,-,-,-,角川ゲームス,ロデア・ザ・スカイソルジャー,-,10550,0,,-,,,,,,,,
2015-04-15,-,-,-,カプコン,モンスターハンターフロンティアG7プレミアムパッケージ,-,10499,0,,-,,,,,,,,
2015-04-29,-,-,-,任天堂,ゼノブレイドクロス,-,10450,11,,-,"高橋哲哉(総監督)|小島幸|横田弦紀//田中久仁彦|柳瀬敬之|CHOCO|鈴木康士|風間雷太|塚本陽子|小城崇志|片貝文洋|RARE ENGINE|松本秀幸|草薙",高橋哲哉(総監督)|小島幸|横田弦紀,,"田中久仁彦|柳瀬敬之|CHOCO|鈴木康士|風間雷太|塚本陽子|小城崇志|片貝文洋|RARE ENGINE|松本秀幸|草薙",澤野弘之,竹田裕一郎|兵頭一歩,,
2015-04-29,-,-,-,任天堂,WiiUゼノブレイドクロスセット,-,10451,0,,-,,,,,,,,
2015-04-30,-,-,-,スクウェア・エニックス,ドラゴンクエスト10いにしえの竜の伝承オンライン,-,10508,11,,-,,,,,,,,
2015-05-28,-,-,-,任天堂,スプラトゥーン,-,10452,153,,amiibo対応,天野裕介|阪口翼/佐藤慎太郎|岩田健志/西森啓介|井上精太|橘磨理子,天野裕介|阪口翼,佐藤慎太郎|岩田健志,西森啓介|井上精太|橘磨理子,峰岸透|藤井志帆,,野上恒,
2015-07-16,-,-,-,任天堂,ヨッシーウールワールド,-,10454,8,,amiibo対応,河野敦//,河野敦,,,戸高一生|冨田朋也|あさだみさき,,手塚卓志,
2015-07-16,-,-,-,任天堂,ヨッシーウールワールドamiiboセット,-,10455,0,,amiibo対応,,,,,,,,
2015-07-22,-,-,-,カプコン,モンスターハンターフロンティアG8プレミアムパッケージ,-,10500,0,,-,,,,,,,,
2015-08-04,-,-,-,任天堂,デビルズサード,-,10456,0,,-,,,,,,,,
2015-09-10,-,-,-,任天堂,スーパーマリオメーカー,-,10457,100,,amiibo対応,押野洋介//日野重文保坂有紗|有本正直,押野洋介,,日野重文保坂有紗|有本正直,近藤浩治久保直人早崎あすか,,手塚卓志|木村浩之|宮本茂(ゼネラル),
2015-09-10,-,-,-,任天堂,WiiUスーパーマリオメーカーセット,-,10458,0,,amiibo対応,,,,,,,,
2015-11-05,-,-,-,ワーナー,レゴジュラシック・ワールド,-,10519,0,,-,,,,,,,,
2015-11-12,-,-,-,任天堂,WiiUスプラトゥーンセット,-,10453,0,,amiibo対応,,,,,,,,
2015-11-12,-,-,-,任天堂,じっくり絵心教室,-,10459,0,,-,,,,,,,,
2015-11-12,-,-,-,バンダイナムコ,ディズニーインフィニティ3.0スターウォーズ/共和国の終焉スターターパック,-,10473,0,,-,,,,,,,,
2015-11-18,-,-,-,カプコン,モンスターハンターフロンティアG9プレミアムパッケージ,-,10501,0,,-,,,,,,,,
2015-11-19,-,-,-,セガ,ぷよぷよテトリススペシャルプライス,-,10487,0,,-,,,,,,,,
2015-11-21,-,-,-,任天堂,どうぶつの森amiiboフェスティバル,-,10460,7,,amiibo対応,,,,,,,,
2015-11-26,-,-,-,バンダイナムコ,太鼓の達人あつめて☆ともだち大作戦！,-,10480,5,,-,,,,,,,,
2015-11-26,-,-,-,バンダイナムコ,太鼓の達人あつめて☆ともだち大作戦！専用コントローラ「太鼓とバチ」同梱版,-,10481,0,,-,,,,,,,,
2015-12-03,-,-,-,スクウェア・エニックス,ドラゴンクエスト10オールインワンパッケージ,-,10510,0,,-,,,,,,,,
2015-12-05,-,-,-,レベルファイブ,妖怪ウォッチダンスJUSTDANCEスペシャルバージョン,-,10548,0,,-,//キャラクターデザイン|長野拓造・田中美穂,,,キャラクターデザイン|長野拓造・田中美穂,西郷憲一郎,,,
2015-12-05,-,-,-,レベルファイブ,妖怪ウォッチダンスJUSTDANCEスペシャルバージョンWiiリモコンプラスセット,-,10549,0,,-,,,,,,,,
2015-12-17,-,-,-,マイクロソフト,マインクラフトWiiUエディション(USBキーボード対応),-,10543,37,,-,,,,,,,,
2015-12-26,-,-,-,任天堂,幻影異聞録♯FE,-,10416,4,,-,平田弥|石田栄司|安藤佳織//矢野文崇(アートディレクター)|toi8(キャラクターデザイン)|CyDesignation|皆葉英夫(ミラージュデザイン),平田弥|石田栄司|安藤佳織,,矢野文崇(アートディレクター)|toi8(キャラクターデザイン)|CyDesignation|皆葉英夫(ミラージュデザイン),エイベックス|油井誠志(音楽プロデュース|振り付け)|藤澤慶昌(音楽),,高田慎二郎|山上仁志,
2015-12-26,-,-,-,任天堂,幻影異聞録♯FEフォルティッシモ・エディションセット,-,10417,0,,-,,,,,,,,
2015-12-26,-,-,-,任天堂,幻影異聞録♯FEフォルティッシモ・エディション,-,10418,0,,-,,,,,,,,
2016-01-28,-,-,-,任天堂,マリオテニスウルトラスマッシュ,-,10461,13,,amiibo対応,,,,,,,,
2016-02-25,-,-,-,シルバースタージャパン,銀星将棋強天怒闘風雷神,-,10545,0,,-,,,,,,,,
2016-03-10,-,-,-,任天堂,ゼルダの伝説トワイライトプリンセスHD,-,10462,7,,amiibo対応,青沼英二/岩脇敏夫|森田和明/滝澤智|中野祐輔,青沼英二,岩脇敏夫|森田和明,滝澤智|中野祐輔,峰岸透|太田あすか|近藤浩治|横田真人|大島ミチル,,宮本茂,
2016-03-10,-,-,-,任天堂,ゼルダの伝説トワイライトプリンセスHDスペシャルエディション,-,10463,0,,amiibo対応,,,,,,,,
2016-03-18,-,-,-,ポケモン,ポッ拳トーナメント,-,10546,14,,amiibo対応,,,,,,,,
2016-03-18,-,-,-,ポケモン,WiiUポッ拳トーナメントセット,-,10547,0,,amiibo対応,,,,,,,,
2016-04-21,-,-,-,任天堂,スターフォックスゼロ,-,10425,5,,amiibo対応,林悠吾|橋本祐介//,林悠吾|橋本祐介,,,山口裕史|吹田由香里|黒川仁美|原田尚文|近藤嶺|小林啓樹,,"宮本茂[注 1]|杉山直|稲葉敦志",
2016-04-21,-,-,-,任天堂,スターフォックスゼロダブルパック,-,10426,0,,amiibo対応,,,,,,,,
2016-04-28,-,-,-,ワーナー,レゴマーベルアベンジャーズ,-,10520,0,,-,,,,,,,,
2016-06-23,-,-,-,任天堂,マリオ＆ソニックATリオオリンピック,-,10464,10,,amiibo対応,,,,,,,,
2016-06-23,-,-,-,任天堂,マリオ＆ソニックATリオオリンピックWiiリモコンプラスセット<アカ・シロ>,-,10465,0,,amiibo対応,,,,,,,,
2016-09-15,-,-,-,スパイク・チュンソフト,テラリア,-,10541,0,,-,"/Andrew ""Redigit"" Spinks/",,"Andrew ""Redigit"" Spinks",,,,,
2016-10-13,-,-,-,任天堂,ペーパーマリオカラースプラッシュ,-,10466,6,,-,碧山直彦|工藤太郎//,碧山直彦|工藤太郎,,,,工藤太郎,田邊賢輔,
2016-10-13,31,-,ACT,ワーナー,レゴスター・ウォーズ/フォースの覚醒,-,10521,0,,-,,,,,,,,
2017-03-03,-,-,-,任天堂,ゼルダの伝説ブレス・オブ・ザ・ワイルド,-,10467,13,,-,藤林秀麿/堂田卓宏/滝澤智,藤林秀麿,堂田卓宏,滝澤智,"若井淑(兼サウンドディレクター) 片岡真央 岩田恭明 阿部壮志(「英傑たちの詩」)",,青沼英二,
2017-11-16,-,-,-,スクウェア・エニックス,ドラゴンクエスト105000年の旅路遥かなる故郷へオンライン,-,10511,0,,-,,,,,,,,
2018-07-26,-,-,-,スクウェア・エニックス,ドラゴンクエスト10オールインワンパッケージ,-,10512,0,,-,,,,,,,,
